15,15,15,20,15,15,15,20,6,6,6,6,6,6,6,5,21,21,21,22,21,21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,6,20,15,6,6,6,2,21,1,1,1,1,4,6,6,6,6,6,6,15,15,15,15,15,15,20,20,20,20,20,15,15,15,20,15
20,15,15,15,15,15,15,20,15,6,6,6,6,6,6,5,21,22,21,22,21,1,1,1,1,1,1,26,1,1,1,26,1,1,1,1,1,1,7,6,15,15,6,6,6,2,21,1,25,25,25,25,25,1,4,6,6,6,6,6,20,20,15,15,20,20,20,20,15,15,15,15,20,20,20
20,15,15,15,20,15,20,20,15,6,6,6,6,6,2,22,22,22,22,21,22,22,28,28,28,28,28,28,28,28,28,1,1,1,1,1,1,1,10,6,15,15,6,6,2,22,21,1,24,22,22,22,24,1,1,4,6,6,6,6,6,20,20,15,20,20,20,20,20,20,20,20,15,15,15
20,15,15,20,15,15,20,15,20,6,6,6,6,6,5,1,22,21,21,1,26,1,28,11,12,12,12,12,12,13,28,1,1,26,1,1,1,7,6,6,20,20,6,6,5,22,1,1,24,22,22,22,24,1,1,1,4,6,6,6,6,6,6,20,15,20,20,15,20,20,15,15,20,20,20
20,20,20,15,20,15,20,15,20,6,6,6,6,6,5,22,21,22,22,22,1,1,28,14,20,15,20,15,15,16,28,1,1,1,1,1,1,7,6,6,20,15,6,6,5,21,22,1,24,22,22,22,24,1,25,25,25,25,4,6,6,6,6,15,20,15,20,20,15,20,20,15,20,15,20
15,20,20,20,15,15,15,15,6,6,6,6,6,6,5,1,22,22,22,1,26,1,28,14,15,15,15,20,15,16,28,1,1,0,1,1,1,10,6,15,20,20,20,6,5,1,22,1,1,1,1,1,1,1,28,28,28,23,1,4,6,6,6,15,15,15,15,20,20,20,20,15,15,15,15
20,20,20,20,15,20,20,20,6,6,6,6,6,6,5,1,22,22,1,1,26,1,28,17,18,18,18,18,18,19,28,1,1,1,1,25,25,25,25,25,25,25,25,25,25,25,25,1,1,1,26,1,1,1,28,28,28,23,1,7,6,6,20,15,15,20,20,15,15,20,20,15,20,20,15
20,15,20,15,15,15,20,20,6,6,6,6,6,6,5,1,21,22,1,26,1,1,28,28,28,28,28,28,28,28,28,1,1,0,1,1,27,27,27,27,27,27,27,27,27,27,1,1,26,26,26,26,26,1,25,25,25,25,21,10,6,6,20,15,20,15,15,15,20,15,15,15,20,15,20
20,20,15,20,15,15,20,20,6,6,6,6,6,6,5,1,22,21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,25,25,25,25,25,25,25,25,25,25,25,1,26,26,26,26,26,1,1,1,1,21,10,6,6,6,20,15,20,15,15,20,20,15,15,15,20,15,15
15,20,20,15,15,20,15,20,6,6,6,6,6,6,8,9,21,21,21,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,7,6,6,15,15,20,15,6,5,21,1,1,1,1,26,1,1,1,1,1,1,7,6,6,6,15,20,15,20,15,20,15,15,20,15,20,15,20,20
20,20,20,20,15,20,20,20,6,6,6,6,6,6,6,6,5,21,22,1,26,26,1,1,1,26,1,1,1,1,1,1,1,1,1,1,7,6,6,6,15,15,6,6,5,21,1,22,1,1,23,1,1,1,23,1,21,10,6,6,6,15,20,15,15,15,20,15,20,20,20,15,20,20,20
20,15,20,15,20,20,15,20,6,6,6,6,6,6,6,6,5,22,21,22,1,1,1,1,1,1,1,1,1,1,1,1,26,1,1,1,7,6,6,6,15,15,6,6,8,21,22,22,1,1,23,27,27,27,23,10,6,6,6,6,6,15,20,15,20,20,15,15,15,15,20,15,15,20,20
20,20,20,15,20,20,15,15,20,6,6,6,6,6,6,6,5,22,21,21,22,1,1,1,1,1,1,0,26,26,1,1,1,1,1,1,1,7,6,6,20,20,6,6,6,5,22,22,1,1,23,27,27,27,23,6,6,6,6,6,20,15,15,20,15,15,20,15,20,20,20,15,15,15,20
15,15,15,20,20,20,20,15,15,6,6,6,6,6,6,6,5,21,21,22,22,22,22,21,1,1,1,1,1,1,1,1,1,1,1,1,1,7,6,6,20,15,6,6,6,8,1,21,22,21,23,27,27,27,23,6,6,6,6,6,20,15,20,20,20,15,15,20,20,20,20,20,15,20,20
20,15,20,20,20,20,20,20,15,6,6,6,6,6,6,6,5,21,22,21,21,1,22,21,22,22,1,1,1,1,0,1,26,26,1,1,1,7,6,6,20,20,6,6,6,6,6,8,1,21,23,27,27,27,23,6,6,6,6,6,20,20,20,20,20,15,15,15,15,20,15,20,15,20,15
15,20,20,15,15,15,15,20,20,6,6,6,6,6,6,6,5,22,22,22,22,22,22,21,1,21,21,21,21,1,1,1,1,1,0,1,1,7,6,6,6,15,20,6,6,6,6,6,6,6,23,27,27,27,23,6,6,6,15,20,20,15,15,15,20,20,20,15,15,15,20,15,20,15,20
20,20,15,20,15,15,20,15,20,6,6,6,6,6,6,6,5,21,22,22,21,22,22,22,21,21,22,22,21,22,1,1,1,1,1,1,1,7,6,6,15,20,20,6,6,6,6,6,6,6,23,27,27,27,23,20,15,15,20,15,20,20,20,15,20,15,15,20,20,20,15,20,15,20,20
20,15,15,20,15,15,20,20,15,20,6,6,6,6,6,6,5,21,22,22,22,21,22,21,22,22,21,22,22,22,22,21,1,1,1,1,1,10,6,6,15,20,20,6,6,6,6,6,6,15,23,27,27,27,23,15,20,15,6,15,20,15,20,20,15,20,20,20,20,20,15,20,20,15,20
20,15,20,15,15,15,15,15,15,20,6,6,6,6,6,6,8,9,9,9,9,9,9,9,9,1,1,1,1,1,1,1,1,1,1,1,10,6,6,15,15,6,20,15,20,15,15,20,15,15,23,27,27,27,23,6,6,6,6,6,6,6,6,20,20,15,20,15,20,15,20,20,15,20,20
15,20,15,15,20,20,15,20,20,20,15,6,6,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,1,1,1,1,1,1,1,10,6,6,15,15,6,6,6,6,6,6,6,6,6,6,23,27,27,27,23,6,6,6,6,6,6,6,6,6,6,15,15,20,20,20,15,15,20,15,15
20,20,20,20,20,15,20,15,15,20,15,20,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,1,1,9,10,6,6,15,20,15,6,6,6,6,6,6,6,6,6,6,23,27,27,27,23,6,6,6,6,6,6,6,6,6,6,6,20,15,15,15,20,20,20,20,15
20,20,15,15,15,15,15,20,15,15,15,20,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,10,6,6,6,15,15,15,15,6,6,6,6,6,1,1,1,1,1,23,27,27,27,23,1,1,1,1,1,6,6,6,6,6,6,15,15,20,20,15,20,15,15,20
20,15,15,20,15,20,15,20,20,20,15,15,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,15,15,15,15,6,6,6,6,6,6,1,1,1,1,1,23,27,27,27,23,1,1,1,1,1,6,6,6,6,6,6,6,15,20,15,15,20,20,15,15
20,20,20,20,15,20,20,20,20,20,20,20,20,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,15,20,15,15,20,15,6,6,6,6,6,6,1,1,1,1,1,23,27,27,27,23,1,1,1,1,1,6,6,6,6,6,6,6,15,15,15,15,15,20,20,20
15,15,20,15,15,15,15,15,15,15,20,15,15,20,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,20,20,20,15,15,15,15,6,6,6,6,6,6,6,6,1,1,1,1,1,25,1,1,1,25,1,1,1,1,1,6,6,6,6,6,6,6,20,15,15,20,20,20,20,20
15,15,20,20,15,20,15,15,20,20,20,15,20,15,20,15,6,6,6,6,6,6,6,6,6,6,6,15,15,15,15,20,15,15,20,20,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,20,15,15,20,20,20,20,20,15
20,15,20,20,15,20,15,15,20,20,15,15,20,15,15,20,15,20,20,6,6,6,6,20,20,20,15,15,20,20,15,20,15,20,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,15,15,15,15,20,20,20,15,20
20,20,15,15,20,15,15,20,20,20,20,15,20,15,20,15,15,20,20,20,20,15,15,20,15,20,15,20,15,20,15,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,20,15,15,20,20,20,15,15,15
20,20,15,15,15,20,15,15,20,15,15,20,15,15,15,20,20,15,15,15,15,15,20,20,15,15,20,20,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,20,20,15,15,15,20,15,20,20
15,20,15,20,15,20,20,20,20,15,15,15,15,20,6,6,6,6,20,20,20,20,15,20,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,15,20,20,15,20,15,15,15,15
20,15,15,20,15,15,20,15,15,20,20,15,20,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,20,15,20,15,15,15,15,20,15
15,15,15,15,20,20,15,15,20,15,15,15,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,20,20,15,15,20,15,15,20,15
15,15,15,20,20,20,15,20,20,20,15,20,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,15,20,15,15,15,15,15,15,20
20,20,20,15,15,15,20,15,15,15,15,15,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,15,15,15,15,15,15,15,15,15,15
15,15,20,20,15,20,20,20,15,20,15,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,20,15,20,15,20,20,15,20,15,20
15,20,20,20,15,15,15,15,15,20,20,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,15,20,20,15,15,15,15,15,20,15
15,15,20,15,20,15,15,20,20,20,15,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,20,20,15,15,20,15,15,20,20,15
20,15,20,20,15,15,15,20,20,20,15,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,15,20,15,20,20,15,15,20,20,15
20,20,20,20,20,15,20,20,20,20,15,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,15,15,20,20,20,20,20,20,20,15
20,20,15,15,15,20,20,15,20,15,20,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,20,15,20,20,15,15,20,20,15,15,15
20,20,15,15,15,15,20,15,20,20,20,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,20,20,15,15,15,15,15,20,15,15,20,15,20
20,15,20,20,20,15,20,20,20,15,20,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,15,20,15,20,20,15,20,15,20,15,20,15,20,15
15,15,15,20,20,20,20,20,15,15,20,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,20,20,20,15,15,15,20,20,15,15,15,20,20,15,20,15
20,20,15,20,15,15,20,20,20,15,20,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,15,15,15,15,20,15,15,20,20,20,15,20,15,15,20,20,20
20,20,15,20,20,20,15,15,20,20,20,15,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,15,20,20,15,15,20,20,15,15,20,15,15,20,20,20,15,20,15
20,20,15,20,20,20,20,20,20,20,15,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,20,20,20,20,20,15,15,20,20,20,20,15,15,15,15,20,20,20,20,15
15,15,20,15,20,15,20,15,20,20,15,20,20,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,20,15,20,20,15,20,15,15,15,20,20,15,15,20,20,20,15,20,20,15,20
15,15,20,20,15,15,20,20,20,20,15,15,15,15,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,15,20,20,15,15,15,15,20,20,15,15,15,20,15,20,20,20,15,20,15,20,15
15,20,20,15,15,15,20,15,15,15,20,15,15,15,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,20,15,15,20,15,15,15,15,15,15,15,15,15,20,20,15,20,20,20,15,15,20,15,15,20
15,20,20,20,15,20,15,20,15,20,20,20,15,20,20,15,20,20,20,15,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,20,20,15,15,15,20,20,20,20,20,20,15,20,20,15,15,15,20,20,20,20,15,15,20,20,15,20,15,20,15,15,15
20,20,20,15,20,20,15,20,20,15,15,20,20,20,20,20,20,15,20,20,20,15,20,15,20,20,20,20,15,20,20,15,20,20,20,20,15,20,20,20,20,20,20,20,15,15,15,20,20,20,15,15,15,15,20,20,15,20,15,20,15,20,20,15,15,15,20,20,15,20,20,20,15,20,20
15,15,20,20,20,20,15,20,20,20,15,15,15,15,15,20,20,20,20,20,20,15,20,15,20,20,20,20,20,15,20,15,15,20,15,20,15,15,15,20,15,15,20,20,20,15,20,20,20,20,20,20,20,20,20,15,20,20,20,20,15,20,15,20,15,20,20,20,15,20,15,15,15,20,20
20,15,20,20,20,20,20,15,20,20,20,20,20,20,15,20,15,20,20,20,20,20,20,15,20,20,15,15,15,15,15,20,20,15,20,20,20,20,15,20,15,20,20,20,15,15,20,15,20,15,20,20,15,20,15,15,15,20,20,20,15,15,15,20,20,20,20,20,20,15,20,20,20,15,20
20,20,15,20,15,20,15,20,20,20,20,15,20,20,20,20,20,15,20,20,15,15,15,20,20,15,15,20,15,15,15,20,20,20,20,15,15,15,20,20,15,20,20,20,15,20,20,15,15,20,20,20,20,15,15,20,15,15,20,15,20,15,15,20,15,15,15,20,15,15,20,15,20,15,20
15,15,15,15,15,15,20,20,20,15,20,20,20,20,15,20,20,20,15,20,20,20,15,20,15,20,15,15,20,20,20,20,15,20,20,15,15,15,20,20,20,20,20,20,20,15,20,15,15,15,20,15,20,20,20,15,15,20,15,15,15,15,15,20,15,15,15,15,15,15,20,15,20,15,20
20,15,20,20,15,20,15,20,20,20,20,20,20,20,20,15,15,15,20,15,15,20,20,20,20,20,15,15,20,15,20,20,20,20,20,20,20,15,20,20,20,15,20,15,15,15,20,15,15,20,20,20,15,15,15,15,15,20,15,15,15,15,20,15,20,20,20,15,20,20,20,20,20,15,15
20,20,15,15,20,15,20,20,15,20,20,15,15,15,15,20,15,15,15,15,15,20,15,20,15,15,20,20,15,15,20,20,20,20,15,20,20,20,15,15,20,15,20,20,20,15,20,20,15,20,15,20,15,20,15,20,15,20,15,20,20,20,15,20,15,20,15,20,15,20,20,15,20,20,20
